Detector,Descriptor,Frame index,TTC lidar,TTC camera,TTC difference

SHITOMASI,BRISK,1,12.5156,39.1483,26.6327,
SHITOMASI,BRISK,2,12.6142,-inf,-inf,
SHITOMASI,BRISK,3,14.091,13.4904,-0.600617,
SHITOMASI,BRISK,4,16.6894,12.398,-4.29141,
SHITOMASI,BRISK,5,15.9082,12.6754,-3.23283,
SHITOMASI,BRISK,6,12.6787,-inf,-inf,
SHITOMASI,BRISK,7,11.9844,-inf,-inf,
SHITOMASI,BRISK,8,13.1241,-inf,-inf,
SHITOMASI,BRISK,9,13.0241,11.5126,-1.5115,
SHITOMASI,BRISK,10,11.1746,-inf,-inf,
SHITOMASI,BRISK,11,12.8086,11.3024,-1.50619,
SHITOMASI,BRISK,12,8.95978,11.6524,2.69263,
SHITOMASI,BRISK,13,9.96439,11.7243,1.75995,
SHITOMASI,BRISK,14,9.59863,12.8348,3.23614,
SHITOMASI,BRISK,15,8.57352,9.33785,0.764321,
SHITOMASI,BRISK,16,9.51617,11.3079,1.79176,
SHITOMASI,BRISK,17,9.54658,11.4487,1.90214,
SHITOMASI,BRISK,18,8.3988,9.12792,0.72912,

SHITOMASI,BRIEF,1,12.5156,13.8948,1.37916,
SHITOMASI,BRIEF,2,12.6142,13.1487,0.534425,
SHITOMASI,BRIEF,3,14.091,14.9173,0.82629,
SHITOMASI,BRIEF,4,16.6894,13.0791,-3.61029,
SHITOMASI,BRIEF,5,15.9082,12.1376,-3.77067,
SHITOMASI,BRIEF,6,12.6787,-inf,-inf,
SHITOMASI,BRIEF,7,11.9844,18.3368,6.3524,
SHITOMASI,BRIEF,8,13.1241,13.2787,0.154625,
SHITOMASI,BRIEF,9,13.0241,12.463,-0.561149,
SHITOMASI,BRIEF,10,11.1746,13.3448,2.17015,
SHITOMASI,BRIEF,11,12.8086,12.2587,-0.549906,
SHITOMASI,BRIEF,12,8.95978,12.7698,3.81004,
SHITOMASI,BRIEF,13,9.96439,12.7042,2.73981,
SHITOMASI,BRIEF,14,9.59863,14.6845,5.08586,
SHITOMASI,BRIEF,15,8.57352,22.1184,13.5449,
SHITOMASI,BRIEF,16,9.51617,11.3856,1.8694,
SHITOMASI,BRIEF,17,9.54658,13.6063,4.05969,
SHITOMASI,BRIEF,18,8.3988,7.75039,-0.648415,

SHITOMASI,ORB,1,12.5156,13.8801,1.36446,
SHITOMASI,ORB,2,12.6142,-inf,-inf,
SHITOMASI,ORB,3,14.091,11.8924,-2.19864,
SHITOMASI,ORB,4,16.6894,12.1319,-4.55749,
SHITOMASI,ORB,5,15.9082,13.4423,-2.46589,
SHITOMASI,ORB,6,12.6787,-inf,-inf,
SHITOMASI,ORB,7,11.9844,15.0065,3.02217,
SHITOMASI,ORB,8,13.1241,12.2022,-0.921899,
SHITOMASI,ORB,9,13.0241,11.2653,-1.75881,
SHITOMASI,ORB,10,11.1746,13.4962,2.32153,
SHITOMASI,ORB,11,12.8086,11.3246,-1.48398,
SHITOMASI,ORB,12,8.95978,-inf,-inf,
SHITOMASI,ORB,13,9.96439,12.803,2.83861,
SHITOMASI,ORB,14,9.59863,11.5594,1.96075,
SHITOMASI,ORB,15,8.57352,10.2592,1.68565,
SHITOMASI,ORB,16,9.51617,12.2033,2.6871,
SHITOMASI,ORB,17,9.54658,13.5261,3.97948,
SHITOMASI,ORB,18,8.3988,11.8629,3.46412,

HITOMASI,FREAK,1,12.5156,13.7249,1.20929,
SHITOMASI,FREAK,2,12.6142,13.0927,0.478476,
SHITOMASI,FREAK,3,14.091,11.4703,-2.62074,
SHITOMASI,FREAK,4,16.6894,11.2541,-5.4353,
SHITOMASI,FREAK,5,15.9082,12.3705,-3.53776,
SHITOMASI,FREAK,6,12.6787,14.2385,1.5598,
SHITOMASI,FREAK,7,11.9844,12.5645,0.580192,
SHITOMASI,FREAK,8,13.1241,12.8515,-0.272645,
SHITOMASI,FREAK,9,13.0241,12.0414,-0.982693,
SHITOMASI,FREAK,10,11.1746,13.0084,1.83375,
SHITOMASI,FREAK,11,12.8086,-inf,-inf,
SHITOMASI,FREAK,12,8.95978,11.8227,2.86293,
SHITOMASI,FREAK,13,9.96439,12.3436,2.37919,
SHITOMASI,FREAK,14,9.59863,-inf,-inf,
SHITOMASI,FREAK,15,8.57352,10.297,1.72344,
SHITOMASI,FREAK,16,9.51617,11.3153,1.79913,
SHITOMASI,FREAK,17,9.54658,12.963,3.41644,
SHITOMASI,FREAK,18,8.3988,12.26,3.86119,

HARRIS,BRISK,1,12.5156,-inf,-inf,
HARRIS,BRISK,2,12.6142,10.586,-2.02825,
HARRIS,BRISK,3,14.091,nan,nan,
HARRIS,BRISK,4,16.6894,10.9782,-5.71114,
HARRIS,BRISK,5,15.9082,-inf,-inf,
HARRIS,BRISK,6,12.6787,nan,nan,
HARRIS,BRISK,7,11.9844,12.2395,0.255138,
HARRIS,BRISK,8,13.1241,13.5704,0.446298,
HARRIS,BRISK,9,13.0241,14.7882,1.7641,
HARRIS,BRISK,10,11.1746,-inf,-inf,
HARRIS,BRISK,11,12.8086,-inf,-inf,
HARRIS,BRISK,12,8.95978,-inf,-inf,
HARRIS,BRISK,13,9.96439,-inf,-inf,
HARRIS,BRISK,14,9.59863,nan,nan,
HARRIS,BRISK,15,8.57352,-inf,-inf,
HARRIS,BRISK,16,9.51617,10.9006,1.38444,
HARRIS,BRISK,17,9.54658,nan,nan,
HARRIS,BRISK,18,8.3988,-inf,-inf,

HARRIS,BRIEF,1,12.5156,-inf,-inf,
HARRIS,BRIEF,2,12.6142,nan,nan,
HARRIS,BRIEF,3,14.091,-inf,-inf,
HARRIS,BRIEF,4,16.6894,10.9782,-5.71114,
HARRIS,BRIEF,5,15.9082,35.3833,19.475,
HARRIS,BRIEF,6,12.6787,nan,nan,
HARRIS,BRIEF,7,11.9844,13.497,1.51263,
HARRIS,BRIEF,8,13.1241,-inf,-inf,
HARRIS,BRIEF,9,13.0241,-inf,-inf,
HARRIS,BRIEF,10,11.1746,13.1502,1.97559,
HARRIS,BRIEF,11,12.8086,-inf,-inf,
HARRIS,BRIEF,12,8.95978,-inf,-inf,
HARRIS,BRIEF,13,9.96439,13.9608,3.99644,
HARRIS,BRIEF,14,9.59863,5.66097,-3.93766,
HARRIS,BRIEF,15,8.57352,-inf,-inf,
HARRIS,BRIEF,16,9.51617,7.03775,-2.47842,
HARRIS,BRIEF,17,9.54658,12.5848,3.03826,
HARRIS,BRIEF,18,8.3988,-inf,-inf,

HARRIS,ORB,1,12.5156,-inf,-inf,
HARRIS,ORB,2,12.6142,nan,nan,
HARRIS,ORB,3,14.091,-inf,-inf,
HARRIS,ORB,4,16.6894,10.9782,-5.71114,
HARRIS,ORB,5,15.9082,35.3833,19.475,
HARRIS,ORB,6,12.6787,nan,nan,
HARRIS,ORB,7,11.9844,13.1905,1.20613,
HARRIS,ORB,8,13.1241,-inf,-inf,
HARRIS,ORB,9,13.0241,-inf,-inf,
HARRIS,ORB,10,11.1746,-inf,-inf,
HARRIS,ORB,11,12.8086,11.7414,-1.06717,
HARRIS,ORB,12,8.95978,-inf,-inf,
HARRIS,ORB,13,9.96439,-inf,-inf,
HARRIS,ORB,14,9.59863,5.85828,-3.74035,
HARRIS,ORB,15,8.57352,-inf,-inf,
HARRIS,ORB,16,9.51617,10.9325,1.41632,
HARRIS,ORB,17,9.54658,nan,nan,
HARRIS,ORB,18,8.3988,-inf,-inf,

HARRIS,FREAK,1,12.5156,-inf,-inf,
HARRIS,FREAK,2,12.6142,nan,nan,
HARRIS,FREAK,3,14.091,nan,nan,
